./ulls_benchmark
Non-default value of debug variable: PrintDebugSettings = 1
Non-default value of debug variable: EnableDirectSubmission = 1
Non-default value of debug variable: BindAllAllocations = 1
Non-default value of debug variable: CreateMultipleSubDevices = 1
Non-default value of debug variable: ForceUserptrAlignment = 2048
Non-default value of debug variable: UseVmBind = 1
OpenCL Platform: Intel(R) OpenCL HD Graphics
        Device: Intel(R) Gen12HP HD Graphics NEO
                driverVersion: 20.35.0
                computeUnits:  512
                clockFreq:     1600

Running 10 iterations of each benchmark

                                                    TestCase      Mean [us]    Median [us]         StdDev       Min [us]       Max [us]
                       EmptyKernel(api=ocl wgc=10000 wgs=16)         18.463         18.090          2.90%         17.930         19.207
                       EmptyKernel(api=ocl wgc=10000 wgs=32)         18.266         18.117          1.98%         17.955         18.966
                      EmptyKernel(api=ocl wgc=10000 wgs=256)         27.327         27.569          1.79%         26.555         27.878
        EnqueueNdrNullLws(api=ocl gws=1 profiling=0 event=0)          1.756          1.700         16.92%          1.515          2.609
        EnqueueNdrNullLws(api=ocl gws=1 profiling=0 event=1)          1.897          1.839         10.61%          1.671          2.428
        EnqueueNdrNullLws(api=ocl gws=1 profiling=1 event=0)          2.114          1.603         73.50%          1.504          6.774
        EnqueueNdrNullLws(api=ocl gws=1 profiling=1 event=1)         10.550         10.151         10.97%         10.086         14.016
      EnqueueNdrNullLws(api=ocl gws=100 profiling=0 event=0)          2.896          1.605        136.09%          1.494         14.717
      EnqueueNdrNullLws(api=ocl gws=100 profiling=0 event=1)          2.456          1.731         84.94%          1.677          8.708
      EnqueueNdrNullLws(api=ocl gws=100 profiling=1 event=0)          2.838          1.599        128.99%          1.532         13.818
      EnqueueNdrNullLws(api=ocl gws=100 profiling=1 event=1)         11.731         10.128         40.87%          9.976         26.111
     EnqueueNdrNullLws(api=ocl gws=1000 profiling=0 event=0)          2.004          1.624         60.00%          1.515          5.610
     EnqueueNdrNullLws(api=ocl gws=1000 profiling=0 event=1)          2.475          1.832         77.02%          1.757          8.188
     EnqueueNdrNullLws(api=ocl gws=1000 profiling=1 event=0)          2.211          1.843         52.02%          1.736          5.660
     EnqueueNdrNullLws(api=ocl gws=1000 profiling=1 event=1)         10.308         10.204          3.98%          9.898         11.425
     EnqueueNdrTime(api=ocl wgc=1 wgs=1 profiling=0 event=0)          1.935          1.521         58.63%          1.473          5.329
     EnqueueNdrTime(api=ocl wgc=1 wgs=1 profiling=0 event=1)          1.901          1.846          9.25%          1.709          2.280
     EnqueueNdrTime(api=ocl wgc=1 wgs=1 profiling=1 event=0)          1.875          1.521         55.26%          1.482          4.981
     EnqueueNdrTime(api=ocl wgc=1 wgs=1 profiling=1 event=1)         10.108         10.017          2.60%          9.860         10.658
    EnqueueNdrTime(api=ocl wgc=1 wgs=32 profiling=0 event=0)          1.809          1.576         40.62%          1.499          4.009
    EnqueueNdrTime(api=ocl wgc=1 wgs=32 profiling=0 event=1)          1.881          1.830          9.65%          1.761          2.417
    EnqueueNdrTime(api=ocl wgc=1 wgs=32 profiling=1 event=0)          1.836          1.536         48.58%          1.465          4.505
    EnqueueNdrTime(api=ocl wgc=1 wgs=32 profiling=1 event=1)         10.093         10.085          2.53%          9.832         10.654
   EnqueueNdrTime(api=ocl wgc=1 wgs=256 profiling=0 event=0)          1.790          1.549         41.29%          1.491          4.005
   EnqueueNdrTime(api=ocl wgc=1 wgs=256 profiling=0 event=1)          1.806          1.781          7.34%          1.658          2.160
   EnqueueNdrTime(api=ocl wgc=1 wgs=256 profiling=1 event=0)          1.796          1.589         35.08%          1.493          3.680
   EnqueueNdrTime(api=ocl wgc=1 wgs=256 profiling=1 event=1)         10.037         10.040          2.33%          9.738         10.633
   EnqueueNdrTime(api=ocl wgc=100 wgs=1 profiling=0 event=0)          1.756          1.537         38.59%          1.433          3.780
   EnqueueNdrTime(api=ocl wgc=100 wgs=1 profiling=0 event=1)          1.820          1.814          8.35%          1.607          2.191
   EnqueueNdrTime(api=ocl wgc=100 wgs=1 profiling=1 event=0)          1.783          1.579         35.66%          1.521          3.688
   EnqueueNdrTime(api=ocl wgc=100 wgs=1 profiling=1 event=1)         10.072          9.949          2.89%          9.670         10.724
  EnqueueNdrTime(api=ocl wgc=100 wgs=32 profiling=0 event=0)          1.737          1.539         32.00%          1.479          3.394
  EnqueueNdrTime(api=ocl wgc=100 wgs=32 profiling=0 event=1)          1.822          1.799          9.56%          1.571          2.280
  EnqueueNdrTime(api=ocl wgc=100 wgs=32 profiling=1 event=0)          1.870          1.528         55.53%          1.459          4.983
  EnqueueNdrTime(api=ocl wgc=100 wgs=32 profiling=1 event=1)         10.163         10.062          2.28%          9.906         10.722
 EnqueueNdrTime(api=ocl wgc=100 wgs=256 profiling=0 event=0)          1.718          1.542         31.23%          1.412          3.300
 EnqueueNdrTime(api=ocl wgc=100 wgs=256 profiling=0 event=1)          1.857          1.857          8.89%          1.558          2.257
 EnqueueNdrTime(api=ocl wgc=100 wgs=256 profiling=1 event=0)          1.783          1.565         37.32%          1.488          3.773
 EnqueueNdrTime(api=ocl wgc=100 wgs=256 profiling=1 event=1)         10.052          9.964          2.42%          9.763         10.574
  EnqueueNdrTime(api=ocl wgc=1000 wgs=1 profiling=0 event=0)          1.721          1.581         25.83%          1.486          3.044
  EnqueueNdrTime(api=ocl wgc=1000 wgs=1 profiling=0 event=1)          1.752          1.755          9.28%          1.582          2.180
  EnqueueNdrTime(api=ocl wgc=1000 wgs=1 profiling=1 event=0)          1.664          1.538         24.77%          1.447          2.894
  EnqueueNdrTime(api=ocl wgc=1000 wgs=1 profiling=1 event=1)         10.134         10.057          2.43%          9.846         10.592
 EnqueueNdrTime(api=ocl wgc=1000 wgs=32 profiling=0 event=0)          1.787          1.595         34.57%          1.527          3.639
 EnqueueNdrTime(api=ocl wgc=1000 wgs=32 profiling=0 event=1)          1.798          1.762          9.01%          1.615          2.224
 EnqueueNdrTime(api=ocl wgc=1000 wgs=32 profiling=1 event=0)          1.709          1.537         27.26%          1.485          3.095
 EnqueueNdrTime(api=ocl wgc=1000 wgs=32 profiling=1 event=1)         10.839          9.989         22.18%          9.736         18.001
EnqueueNdrTime(api=ocl wgc=1000 wgs=256 profiling=0 event=0)          1.801          1.546         43.15%          1.469          4.130
EnqueueNdrTime(api=ocl wgc=1000 wgs=256 profiling=0 event=1)          1.866          1.867          7.02%          1.718          2.204
EnqueueNdrTime(api=ocl wgc=1000 wgs=256 profiling=1 event=0)          1.682          1.538         28.10%          1.452          3.096
EnqueueNdrTime(api=ocl wgc=1000 wgs=256 profiling=1 event=1)         10.148         10.116          3.15%          9.786         10.830
                      FlushTime(api=ocl wgc=1 wgs=0 event=0)          1.026          0.993         15.96%          0.822          1.474
                      FlushTime(api=ocl wgc=1 wgs=0 event=1)          1.117          1.116          4.13%          1.052          1.193
                      FlushTime(api=ocl wgc=1 wgs=1 event=0)          1.072          1.046         10.37%          0.885          1.339
                      FlushTime(api=ocl wgc=1 wgs=1 event=1)          1.063          1.086         10.68%          0.844          1.255
                     FlushTime(api=ocl wgc=1 wgs=32 event=0)          1.069          1.059          7.50%          0.926          1.255
                     FlushTime(api=ocl wgc=1 wgs=32 event=1)          1.020          1.026          7.75%          0.871          1.180
                    FlushTime(api=ocl wgc=1 wgs=256 event=0)          0.978          0.979         11.58%          0.793          1.186
                    FlushTime(api=ocl wgc=1 wgs=256 event=1)          1.050          1.030          5.53%          0.979          1.155
                    FlushTime(api=ocl wgc=100 wgs=0 event=0)          0.998          0.994          1.18%          0.983          1.019
                    FlushTime(api=ocl wgc=100 wgs=0 event=1)          1.008          1.018         10.52%          0.813          1.153
                    FlushTime(api=ocl wgc=100 wgs=1 event=0)          0.974          0.972          9.29%          0.765          1.113
                    FlushTime(api=ocl wgc=100 wgs=1 event=1)          1.023          1.022          2.51%          0.987          1.073
                   FlushTime(api=ocl wgc=100 wgs=32 event=0)          1.014          1.009         14.60%          0.801          1.314
                   FlushTime(api=ocl wgc=100 wgs=32 event=1)          1.000          1.005         12.18%          0.759          1.164
                  FlushTime(api=ocl wgc=100 wgs=256 event=0)          1.044          1.034          5.88%          0.968          1.192
                  FlushTime(api=ocl wgc=100 wgs=256 event=1)          1.300          0.993         61.64%          0.869          3.648
                   FlushTime(api=ocl wgc=1000 wgs=0 event=0)          1.019          1.010          9.51%          0.875          1.247
                   FlushTime(api=ocl wgc=1000 wgs=0 event=1)          1.313          1.046         61.81%          0.944          3.742
                   FlushTime(api=ocl wgc=1000 wgs=1 event=0)          0.953          0.965          8.27%          0.782          1.077
                   FlushTime(api=ocl wgc=1000 wgs=1 event=1)          1.024          1.037         11.53%          0.814          1.170
                  FlushTime(api=ocl wgc=1000 wgs=32 event=0)          1.021          1.004          5.51%          0.949          1.138
                  FlushTime(api=ocl wgc=1000 wgs=32 event=1)          1.031          1.006          9.93%          0.871          1.258
                 FlushTime(api=ocl wgc=1000 wgs=256 event=0)          0.959          0.976         12.97%          0.753          1.244
                 FlushTime(api=ocl wgc=1000 wgs=256 event=1)          1.060          1.050          7.50%          0.971          1.221
                NewResourcesSubmissionDevice(api=ocl size=1)        457.783        461.992         17.11%        355.497        652.889
             NewResourcesSubmissionDevice(api=ocl size=64KB)        444.712        433.668         19.50%        294.129        576.369
            NewResourcesSubmissionDevice(api=ocl size=512KB)        402.918        366.144         25.60%        211.847        570.276
              NewResourcesSubmissionDevice(api=ocl size=1MB)        440.803        441.343         18.93%        319.479        564.161
             NewResourcesSubmissionDevice(api=ocl size=16MB)        968.296        982.576          8.85%        780.413       1080.460
             NewResourcesSubmissionDevice(api=ocl size=64MB)       2425.486       2446.763          2.95%       2296.263       2500.572
            NewResourcesSubmissionDevice(api=ocl size=256MB)       7739.908       7736.555          0.66%       7674.783       7855.410
              NewResourcesSubmissionDevice(api=ocl size=1GB)      29926.503      29992.414          1.67%      29180.609      30686.807
                  NewResourcesSubmissionHost(api=ocl size=1)        101.977         59.828         63.48%         52.038        251.879
               NewResourcesSubmissionHost(api=ocl size=64KB)         80.656         55.022         53.66%         47.160        158.120
              NewResourcesSubmissionHost(api=ocl size=512KB)        107.394        115.010         36.73%         53.451        158.440
                NewResourcesSubmissionHost(api=ocl size=1MB)         85.263         62.179         53.28%         45.903        162.845
               NewResourcesSubmissionHost(api=ocl size=16MB)        824.589        201.255        149.00%        147.209       3365.792
               NewResourcesSubmissionHost(api=ocl size=64MB)      10233.776      10032.087          9.03%       9101.163      11828.479
              NewResourcesSubmissionHost(api=ocl size=256MB)      33828.754      33875.647          0.52%      33314.590      33959.348
                NewResourcesSubmissionHost(api=ocl size=1GB)     134723.916     135360.185          1.39%     129115.138     135572.703
                 NewResourcesWithGpuAccess(api=ocl size=1KB)          ERROR          ERROR          ERROR          ERROR          ERROR
                NewResourcesWithGpuAccess(api=ocl size=64KB)          ERROR          ERROR          ERROR          ERROR          ERROR
               NewResourcesWithGpuAccess(api=ocl size=512KB)          ERROR          ERROR          ERROR          ERROR          ERROR
                 NewResourcesWithGpuAccess(api=ocl size=1MB)          ERROR          ERROR          ERROR          ERROR          ERROR
                NewResourcesWithGpuAccess(api=ocl size=16MB)          ERROR          ERROR          ERROR          ERROR          ERROR
                NewResourcesWithGpuAccess(api=ocl size=64MB)          ERROR          ERROR          ERROR          ERROR          ERROR
               NewResourcesWithGpuAccess(api=ocl size=256MB)          ERROR          ERROR          ERROR          ERROR          ERROR
                 NewResourcesWithGpuAccess(api=ocl size=1GB)          ERROR          ERROR          ERROR          ERROR          ERROR
                                RoundTripSubmission(api=ocl)         19.285         18.603         11.15%         17.884         25.506
                            WalkerCompletionLatency(api=ocl)          1.958          1.955          0.86%          1.924          1.984
                             WalkerSubmissionEvents(api=ocl)         12.672         12.760          4.68%         11.840         13.680
